  # frame#    Prot_CA   Prot_Backbone  Prot_Sidechain  Prot_All_Heavy Lig_wrt_Protein  Lig_wrt_Ligand
       448      2.288           2.253           3.422           2.751           1.225           0.354
       449      2.255           2.210           3.455           2.755           1.463           0.310
       450      2.244           2.197           3.474           2.760           1.206           0.351
       451      2.260           2.225           3.472           2.776           1.569           0.222
       452      2.176           2.126           3.347           2.648           1.307           0.421
       453      2.104           2.073           3.179           2.538           1.858           0.251
       454      2.211           2.184           3.317           2.667           1.448           0.379
       455      1.974           1.937           3.178           2.481           1.535           0.409
       456      2.213           2.174           3.238           2.617           1.018           0.421
       457      2.319           2.276           3.405           2.767           1.049           0.240
       458      2.220           2.186           3.393           2.717           1.179           0.272
       459      2.044           2.010           3.239           2.552           1.063           0.288
       460      2.188           2.155           3.317           2.648           1.809           0.278
       461      2.320           2.289           3.466           2.796           1.393           0.160
       462      2.306           2.273           3.484           2.802           0.872           0.589
       463      2.404           2.367           3.563           2.882           1.338           0.261
       464      2.316           2.280           3.451           2.787           1.149           0.298
       465      2.304           2.269           3.431           2.765           1.313           0.347
       466      2.302           2.257           3.384           2.728           1.117           0.510
       467      2.387           2.356           3.474           2.830           1.426           0.307
       468      2.348           2.316           3.461           2.817           1.381           0.242
       469      2.156           2.135           3.294           2.637           1.377           0.442
       470      2.311           2.281           3.422           2.762           1.494           0.277
       471      2.278           2.246           3.417           2.751           1.544           0.344
       472      2.274           2.240           3.423           2.748           1.477           0.321
       473      2.205           2.170           3.393           2.699           1.493           0.506
       474      2.110           2.078           3.238           2.573           1.435           0.342
       475      2.121           2.089           3.283           2.599           1.389           0.348
       476      2.266           2.237           3.376           2.718           1.540           0.247
       477      2.345           2.322           3.457           2.789           1.837           0.513
       478      2.297           2.271           3.359           2.723           1.271           0.380
       479      2.323           2.292           3.390           2.745           1.237           0.374
       480      2.365           2.343           3.582           2.882           1.151           0.343
       481      2.341           2.318           3.500           2.835           1.120           0.443
       482      2.398           2.360           3.573           2.882           1.240           0.474
       483      2.293           2.256           3.534           2.806           1.004           0.224
       484      2.397           2.361           3.635           2.914           1.375           0.492
       485      2.247           2.216           3.482           2.771           1.721           0.341
       486      2.181           2.156           3.436           2.702           1.999           0.476
       487      2.349           2.312           3.516           2.831           1.023           0.418
       488      2.279           2.249           3.514           2.808           1.250           0.224
       489      2.366           2.337           3.551           2.858           1.236           0.529
       490      2.221           2.190           3.420           2.720           1.004           0.272
       491      2.178           2.142           3.449           2.727           1.774           0.419
       492      2.286           2.261           3.498           2.799           1.469           0.357
       493      2.207           2.172           3.394           2.698           1.466           0.390
